"BOM Report: LOOD-17747-001, Last Modified: 2025-02-14-07-12-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM Usage Attributes,,,,,,,,,,,,,,,,,,,Naming,,,,,,,,,,,,,,Part Attributes,,,,,,,,,,,,,,,,,,,,CAD Physical Attributes,,,,Physical Attributes,,,,,,CS Attributes,,System Attributes,,,
Level,Number,Type,Assembly Mode,L-Nr.,QTY,Unit,Version,Name,State,Service Level,"Food
Contact ",Delivery Item,"Lifetime 
Quantity",Lifetime Unit,"SPC 
Termination","Initial Spare 
Part Indic.","Operating
Element","BOM
Class 1",Name EN-US,Description EN-US,Name DE-DE,Description DE-DE,Name ZH-CHS,Description ZH-CHS,Name ES-ES,Description ES-ES,Name PT-BR,Description PT-BR,Name CS-CZ,Description CS-CZ,Name VI-VN,Description VI-VN,Partner,Source,Comparable,Configuration Type,Default Unit,"Reuse Not 
Allowed","Old Part 
Number",Machine Type,Basic Material,"Basic Material
Description",Supersede,Superseded By,"Material 
Group","No Logistic 
Relevance","Dangerous
Good Indic.",ClassNode,Legacy ID,Electrical Relevant,Doc Classification,Stackability,Delta X [mm],Delta Y [mm],Delta Z [mm],Mass [kg],Length [mm],Width [mm],Height [mm],Netto Weight,Weight Unit,Weight Code,Service Life in Months:,SPC Termination Part:,Design Office,Division,Modified by,Last Modified
4,LONT-80250-001,Standard Part,Separable,8,2,each,01.5 ,socket-head screw M3 8 KH10MC S100,Released,,,,,,,,,,socket-head screw M3 8 KH10MC S100,"socket-head screw M3 8 KH10MC S100
steel 8mm M3
manufacturer TR Fastenings
art. no. M3 8 KH10MC S100
packed unit 100 pc.",Innensechskantschraube M3 8 KH10MC S100,"Innensechskantschraube M3 8 KH10MC S100
Stahl 8mm M3
Hersteller TR Fastenings
Art.-Nr. M3 8 KH10MC S100
Verpackungseinheit 100 Stück",内六角螺栓 M3 8 KH10MC S100,"内六角螺栓 M3 8 KH10MC S100
钢 8mm M3
制造商 TR Fastenings
产品编号 M3 8 KH10MC S100
袋装 100 件",tornillo con hexágono interior M3 8,"tornillo con hexágono interior M3 8
 KH10MC S100
acero 8mm M3
fabricante TR Fastenings
n.º art. M3 8 KH10MC S100
unidad de embalaje 100 pieza",parafuso com sextavado interno M3 8,"parafuso com sextavado interno M3 8
 KH10MC S100
aço 8mm M3
fabricante TR Fastenings
número do artigo M3 8 KH10MC S100
unidade de embalagem 100 peça",šroub s vnitřním šestihranem M3 8,"šroub s vnitřním šestihranem M3 8
 KH10MC S100
ocel 8mm M3
výrobce TR Fastenings
č. položky M3 8 KH10MC S100
obalová jednotka 100 kus",vít đầu lục giác M3 8 KH10MC S100,"vít đầu lục giác M3 8 KH10MC S100
thép 8mm M3
nhà sản xuất TR Fastenings
mã số sản phẩm M3 8 KH10MC S100
đơn vị bao gói 100 miếng","Corporate, BLOA",Buy,,,each,,10 90 00 124,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00552,,,,,6,6,8,0.002,8,6,6,0.002,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Jagupilla, Kumar",2023-10-25 10:47:02
4,LONT-80112-001,Standard Part,Separable,9,2,each,00.3 ,oval head screw M3x5 with spring lock,Released,,,,,,,,,,oval head screw M3x5 with spring lock,"oval head screw M3x5 with spring lock
 washer
DIN 7985 with DIN 6905",Linsenschraube M3x5 mit Federring,"Linsenschraube M3x5 mit Federring
DIN 7985 mit DIN 6905",半圆头螺钉 M3x5   弹簧锁紧垫圈,"半圆头螺钉 M3x5   弹簧锁紧垫圈
德国标准化学会 7985   德国标准化学会 6905",tornillo alomado M3x5 con arandela,"tornillo alomado M3x5 con arandela
 elástica
DIN 7985 con DIN 6905",parafuso de cabeça abaulada M3x5 com,"parafuso de cabeça abaulada M3x5 com
 arruela elástica
DIN 7985 com DIN 6905",šroub s čočkovitou hlavou M3x5 s pérová,"šroub s čočkovitou hlavou M3x5 s pérová
 podložka
DIN 7985 s DIN 6905",vít đầu ô-van M3x5 với vòng đệm hãm,"vít đầu ô-van M3x5 với vòng đệm hãm
 lò xo
DIN 7985 với DIN 6905",BLOA,Buy,,,each,false,10 80 00 027,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00532,,,,,,,,0.015,5,5,5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-29 12:58:17
4,LONT-80372-001,Standard Part,Separable,10,2,each,00.3 ,bolt,Released,,,,,,,,,,bolt,"bolt
computer hexagon head bolt cross
UNC 6-32",Schraube,"Schraube
Computer Sechskantschraube Kreuz
UNC 6-32",螺栓,"螺栓
计算机 六角头螺栓 交叉
UNC 6-32",pasador roscado,"pasador roscado
ordenador tornillo de cabeza hexagonal
 cruz
UNC 6-32",parafuso,"parafuso
computador parafuso com cabeça
 sextavada cruz
UNC 6-32",závitotvářecí šroub,"závitotvářecí šroub
počítač šroub se šestihrannou hlavou
 kříž
UNC 6-32",bu lông,"bu lông
máy tính bulông đầu lục giác chữ thập
UNC 6-32",BLOA,Buy,,,each,false,10 90 00 250,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00552,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-29 01:06:22
3,LOMS-10532-001,Part,Separable,13,1,each,02.2 ,I/O module for LEYBOLD OPTICS OMS,Released,E1,,,,,,,,,I/O module for LEYBOLD OPTICS OMS,I/O module for LEYBOLD OPTICS OMS,I/O-Modul für LEYBOLD OPTICS OMS,I/O-Modul für LEYBOLD OPTICS OMS,I/O 模块   LEYBOLD OPTICS OMS,I/O 模块   LEYBOLD OPTICS OMS,módulo E/S para LEYBOLD OPTICS OMS,módulo E/S para LEYBOLD OPTICS OMS,módulo E/S para LEYBOLD OPTICS OMS,módulo E/S para LEYBOLD OPTICS OMS,I/O modul pro LEYBOLD OPTICS OMS,I/O modul pro LEYBOLD OPTICS OMS,môđun vào/ra để LEYBOLD OPTICS OMS,môđun vào/ra để LEYBOLD OPTICS OMS,BLOA,Buy,,,each,,,,,,LOMS-10097-001,,42000130,false,,,,,,,151,158.36,88.81,0,,,,,kg,,,,M69 M2M LO BLOL,OP Optics (B8),"Weber, Patrick",2024-03-18 12:48:51
4,LOMS-10098-001,Part,Separable,1,1,each,01.2 ,base plate for computer,Released,,,,,,,,,,base plate for computer,base plate for computer,Grundplatte für Computer,Grundplatte für Computer,底板   计算机,底板   计算机,placa de base para ordenador,placa de base para ordenador,placa de base para computador,placa de base para computador,základová deska pro počítač,základová deska pro počítač,tấm nền để máy tính,tấm nền để máy tính,BLOA,Buy,,,each,,12.10.14.001,,3.3315,AlMg1,,,42000090,false,,,,,,,151,110,10,0.338,,,,,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Berlinger, Mario",2020-04-22 10:56:41
4,LONT-80970-001,Standard Part,Separable,2,4,each,00.2 ,Abstandsbolzen M3x13mm Typ B i/a gelb,Released,,,,,,,,,,Abstandsbolzen M3x13mm Typ B i/a gelb,"Abstandsbolzen M3x13mm Typ B i/a gelb verzinkt
Ettinger GmbH: 05.13.134
Alte Nummer: 10 90 00 851",Abstandsbolzen M3x13mm Typ B i/a gelb,"Abstandsbolzen M3x13mm Typ B i/a gelb verzinkt
Ettinger GmbH: 05.13.134
Alte Nummer: 10 90 00 851",,,,,,,,,,,BLOA,Buy,,,each,false,10 90 00 851,,,,,,,false,Dangerous Good No / Hazardous Good No,,,,,,,,,,,,,,,,,,S13 Standardization  BLOA,OP Optics (B8),"Malinovic, Sasa Administrator",2019-11-14 04:53:39
4,LONT-80098-001,Standard Part,Separable,4,9,each,00.4 ,bolt spring lock washer M3x6,Released,,,,,,,,,,bolt spring lock washer M3x6,"bolt spring lock washer M3x6
( oval head screw )
basic material steel galvanized
 manufacturer / supplier Farnell
part no. M36PRSTSSZ100-
order no. 758607",Schraube Federring M3x6,"Schraube Federring M3x6
( Linsenschraube )
Werkstoff Stahl verzinkt
 Hersteller / Lieferant Farnell
Materialnummer M36PRSTSSZ100-
Bestell-Nr. 758607",螺栓 弹簧锁紧垫圈 M3x6,"螺栓 弹簧锁紧垫圈 M3x6
( 椭圆头带垫内六角螺钉 )
基本材料 钢 镀锌
 制造商 / 供应商 Farnell
零件号 M36PRSTSSZ100-
订单号 758607",pasador roscado arandela elástica M3x6,"pasador roscado arandela elástica M3x6
( tornillo alomado )
materia prima acero galvanizado
 fabricante / proveedor Farnell
n.º de pieza M36PRSTSSZ100-
n.º de pedido 758607",parafuso arruela elástica M3x6,"parafuso arruela elástica M3x6
( parafuso de cabeça abaulada )
matéria-prima aço galvanizado
 fabricante / fornecedor Farnell
cód. da peça M36PRSTSSZ100-
n.° de encomenda 758607",závitotvářecí šroub pérová podložka M3x6,"závitotvářecí šroub pérová podložka M3x6
( šroub s čočkovitou hlavou )
surovina ocel pozinkovaný
 výrobce / dodavatel Farnell
č. položky M36PRSTSSZ100-
obj. č. 758607",bu lông vòng đệm hãm lò xo M3x6,"bu lông vòng đệm hãm lò xo M3x6
( vít đầu ô-van )
nguyên liệu thép được mạ kẽm
 nhà sản xuất / nhà cung ứng Farnell
số hiệu chi tiết M36PRSTSSZ100-
đơn hàng số 758607",BLOA,Buy,,,each,false,10 80 00 013,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00532,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Meier-Washuettl, Thomas",2024-01-12 05:35:14
4,LONT-81087-001,Standard Part,Separable,5,10,each,00.4 ,spacer bolt steel yellow galvanized,Released,,,,,,,,,,spacer bolt steel yellow galvanized,"spacer bolt steel yellow galvanized
manufacturer Ettinger
art. no. 005.13.164
packed unit 100 pc.
hexagon",Distanzbolzen Stahl gelb verzinkt,"Distanzbolzen Stahl gelb verzinkt
Hersteller Ettinger
Art.-Nr. 005.13.164
Verpackungseinheit 100 Stück
Sechskant",支撑螺栓 钢 黄色 镀锌,"支撑螺栓 钢 黄色 镀锌
制造商 Ettinger
产品编号 005.13.164
袋装 100 件
六角",perno distanciador acero amarillo,"perno distanciador acero amarillo
 galvanizado
fabricante Ettinger
n.º art. 005.13.164
unidad de embalaje 100 pieza
cabeza hexagonal",pino distanciador aço amarelo,"pino distanciador aço amarelo
 galvanizado
fabricante Ettinger
número do artigo 005.13.164
unidade de embalagem 100 peça
cabeça sextavada",distanční svorník ocel žlutý pozinkovaný,"distanční svorník ocel žlutý pozinkovaný
výrobce Ettinger
č. položky 005.13.164
obalová jednotka 100 kus
šestihranná hlava",bulông giãn cách thép vàng được mạ kẽm,"bulông giãn cách thép vàng được mạ kẽm
nhà sản xuất Ettinger
mã số sản phẩm 005.13.164
đơn vị bao gói 100 miếng
mũ lục giác",BLOA,Buy,,,each,false,10 90 00 968,,,,,,60000053,false,Dangerous Good No / Hazardous Good No,K00440,,,,,,,,,16,5.5,5.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 10:19:06
4,LONT-81088-001,Standard Part,Separable,8,2,each,00.3 ,spacer bolt on both sides female thread,Released,,,,,,,,,,spacer bolt on both sides female thread,"spacer bolt on both sides female thread
manufacturer Ettinger
art. no. 005.03.161
packed unit 100 pc.
hexagon
free-machining steel",Distanzbolzen beidseitig Innengewinde,"Distanzbolzen beidseitig Innengewinde
Hersteller Ettinger
Art.-Nr. 005.03.161
Verpackungseinheit 100 Stück
Sechskant
Automatenstahl",支撑螺栓 双侧 内螺纹,"支撑螺栓 双侧 内螺纹
制造商 Ettinger
产品编号 005.03.161
袋装 100 件
六角
易切削钢",perno distanciador en ambos lados,"perno distanciador en ambos lados
 filete interior
fabricante Ettinger
n.º art. 005.03.161
unidad de embalaje 100 pieza
cabeza hexagonal
acero para tornos automáticos",pino distanciador de ambos lados rosca,"pino distanciador de ambos lados rosca
 interna
fabricante Ettinger
número do artigo 005.03.161
unidade de embalagem 100 peça
cabeça sextavada
aço rápido p/ torno automático",distanční svorník oboustranný vnitřní,"distanční svorník oboustranný vnitřní
 závit
výrobce Ettinger
č. položky 005.03.161
obalová jednotka 100 kus
šestihranná hlava
automatová ocel",bulông giãn cách tại cả hai mặt ren,"bulông giãn cách tại cả hai mặt ren
 trong
nhà sản xuất Ettinger
mã số sản phẩm 005.03.161
đơn vị bao gói 100 miếng
mũ lục giác
thép gia công",BLOA,Buy,,,each,false,10 90 00 969,,,,,,27309205,false,Dangerous Good No / Hazardous Good No,K00440,,,,,,,,,16,5.5,5.5,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 10:27:09
4,LOMS-10099-001,Part,Separable,9,1,each,01.2 ,angle sheet for USB socket,Released,,,,,,,,,,angle sheet for USB socket,angle sheet for USB socket,Winkelblech für USB-Buchse,Winkelblech für USB-Buchse,托角铁   USB 接口,托角铁   USB 接口,chapa en ángulo para hembrilla USB,chapa en ángulo para hembrilla USB,chapa angular para conector USB fêmea,chapa angular para conector USB fêmea,úhelníkový plech pro USB zdířka,úhelníkový plech pro USB zdířka,thanh góc để lỗ cắm USB,thanh góc để lỗ cắm USB,BLOA,Buy,,,each,,12.10.14.002,,3.3315,AlMg1,,,42000080,false,,,,,,,38,16,11,0.002,,,,,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Berlinger, Mario",2020-04-23 10:23:43
4,LONT-83128-001,Standard Part,Separable,11,1,each,00.2 ,cap AK09S,Released,,,,,,,,,,cap AK09S,"cap AK09S 
manufacturer Provertha
art. no. AK09S 
packed unit 1 pc.
material metal
color silver-gray
for D-sub connector 9-pin",Kappe AK09S,"Kappe AK09S 
Hersteller Provertha
Art.-Nr. AK09S 
Verpackungseinheit 1 Stück
Material Metall
Farbe silbergrau
für D-Sub-Steckverbinder 9-polig",尖冠 AK09S,"尖冠 AK09S 
制造商 Provertha
产品编号 AK09S 
袋装 1 件
材料 金属
颜色 银灰色的
  D 型微型连接器 9针的",tapadera AK09S,"tapadera AK09S 
fabricante Provertha
n.º art. AK09S 
unidad de embalaje 1 pieza
material metal
color gris plata
para conector D-Sub de 9 espigas",tampa AK09S,"tampa AK09S 
fabricante Provertha
número do artigo AK09S 
unidade de embalagem 1 peça
material metal
cor prateado
para conector DB de 9 pinos",krytka AK09S,"krytka AK09S 
výrobce Provertha
č. položky AK09S 
obalová jednotka 1 kus
materiál kov
barva stříbřitě šedý
pro spojka D-Sub 9pólový",nắp che AK09S,"nắp che AK09S 
nhà sản xuất Provertha
mã số sản phẩm AK09S 
đơn vị bao gói 1 miếng
vật liệu kim loai
màu sắc xám bạc
để đầu cắm chữ D 9 chân",BLOA,Buy,,,each,false,18 90 00 602,,,,,,27143400,false,Dangerous Good No / Hazardous Good No,K01141,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-29 11:15:42
4,LONT-80988-001,Standard Part,Separable,12,2,each,00.2 ,oval head screw with I-6kt UNC 4-40 3/16,Released,,,,,,,,,,oval head screw with I-6kt UNC 4-40 3/16,"oval head screw with I-6kt UNC 4-40 3/16
manufacturer Astro Electronic
art. no. 109000869",Linsenschraube mit I-6kt UNC 4-40 3/16,"Linsenschraube mit I-6kt UNC 4-40 3/16
Hersteller Astro Electronic
Art.-Nr. 109000869",半圆头螺钉   I-6kt 美制统一粗牙螺纹 4-40 3/16,"半圆头螺钉   I-6kt 美制统一粗牙螺纹 4-40 3/16
制造商 Astro Electronic
产品编号 109000869",tornillo alomado con I-6kt UNC 4-40 3/16,"tornillo alomado con I-6kt UNC 4-40 3/16
fabricante Astro Electronic
n.º art. 109000869",parafuso de cabeça abaulada com I-6kt,"parafuso de cabeça abaulada com I-6kt
 UNC 4-40 3/16
fabricante Astro Electronic
número do artigo 109000869",šroub s čočkovitou hlavou s I-6kt,"šroub s čočkovitou hlavou s I-6kt
 unifikovaný palcový závit UNC 4-40 3/16
výrobce Astro Electronic
č. položky 109000869",vít đầu ô-van với I-6kt ren UNC 4-40,"vít đầu ô-van với I-6kt ren UNC 4-40
 3/16
nhà sản xuất Astro Electronic
mã số sản phẩm 109000869",BLOA,Buy,,,each,false,10 90 00 869,,,,,,23110000,false,Dangerous Good No / Hazardous Good No,K00532,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-29 11:25:38
4,LOMS-10509-001,Part,Separable,13,0.10,meters,00.5 ,insulating tape,Released,,,,,,,,,,insulating tape,insulating tape,Isolierband,Isolierband,绝缘胶带,绝缘胶带,cinta aislante,cinta aislante,fita isolante,fita isolante,izolační páska,izolační páska,băng keo cách điện,băng keo cách điện,BLOA,Buy,,,meters,false,,,PVC,,,,42000130,false,,,,,B1 Business,,100,19,0.5,0.001,,,,,kg,Specified,,,M69 M2M LO BLOL,OP Optics (B8),"Berlinger, Mario",2022-12-01 12:54:06
5,LONT-83670-001,Standard Part,Separable,1,1,each,00.2 ,insulating tape VDE approved black 25 m,Released,,,,,,,,,,insulating tape VDE approved black 25 m,"insulating tape VDE approved black 25 m
manufacturer Reichelt
art. no. ISOBAND 19 SW",Isolierband VDE-geprüft schwarz 25 m,"Isolierband VDE-geprüft schwarz 25 m
Hersteller Reichelt
Art.-Nr. ISOBAND 19 SW",绝缘胶带 经VDE认证的 黑色 25 m,"绝缘胶带 经VDE认证的 黑色 25 m
制造商 Reichelt
产品编号 ISOBAND 19 SW",cinta aislante aprobado por VDE negro,"cinta aislante aprobado por VDE negro
 25 m
fabricante Reichelt
n.º art. ISOBAND 19 SW",fita isolante aprovado pela VDE preto,"fita isolante aprovado pela VDE preto
 25 m
fabricante Reichelt
número do artigo ISOBAND 19 SW",izolační páska přezkoušený VDE černý 25,"izolační páska přezkoušený VDE černý 25
 m
výrobce Reichelt
č. položky ISOBAND 19 SW",băng keo cách điện được VDE chứng nhận,"băng keo cách điện được VDE chứng nhận
 màu đen 25 m
nhà sản xuất Reichelt
mã số sản phẩm ISOBAND 19 SW",BLOA,Buy,,,each,false,22 90 00 096,,,,,,27400000,false,Dangerous Good No / Hazardous Good No,K00917,,,,,,,,0.086,25000,19,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-24 12:29:55
4,LOMS-10528-001,Part,Separable,14,1,each,01.3 ,PCBA for digital I/O card OMS5100,Released,,,,,,,,,,PCBA for digital I/O card OMS5100,PCBA for digital I/O card OMS5100,bestückte Leiterplatte zum digitale,"bestückte Leiterplatte zum digitale
 E/A-Karte OMS5100",PCA   数字输入/输出卡 OMS5100,PCA   数字输入/输出卡 OMS5100,PCA para tarjeta E/S digital OMS5100,PCA para tarjeta E/S digital OMS5100,placa de circuito impresso para cartão,"placa de circuito impresso para cartão
 de E/S digital OMS5100",osazená deska k digitální,"osazená deska k digitální
 vstupně/výstupní karta OMS5100",,,BLOA,Buy,,,each,,,,,,,,27000000,false,,,,,,,146.37,102.88,4.68,0.018,,,,,kg,,,,M69 M2M LO BLOL,OP Optics (B8),"Weber, Patrick",2023-09-14 01:44:09
5,LONT-84816-001,Standard Part,Separable,1,1,each,00.6 ,capacitor CVNF100K12X,Released,,,,,,,,,,capacitor CVNF100K12X,"capacitor CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
manufacturer Kemet
art. no. C1206C104K5RAC7800",Kondensator CVNF100K12X,"Kondensator CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
Hersteller Kemet
Art.-Nr. C1206C104K5RAC7800",电容器 CVNF100K12X,"电容器 CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
制造商 Kemet
产品编号 C1206C104K5RAC7800",condensador CVNF100K12X,"condensador CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
fabricante Kemet
n.º art. C1206C104K5RAC7800",capacitor CVNF100K12X,"capacitor CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
fabricante Kemet
número do artigo C1206C104K5RAC7800",kondenzátor CVNF100K12X,"kondenzátor CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
výrobce Kemet
č. položky C1206C104K5RAC7800",tụ điện CVNF100K12X,"tụ điện CVNF100K12X
SMD-Vs-Kond 100nF 50V 10% X7R
nhà sản xuất Kemet
mã số sản phẩm C1206C104K5RAC7800",BLOA,Buy,,,each,false,31 00 82 168,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00754,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-22 10:40:38
5,LONT-84529-001,Standard Part,Separable,2,12,each,00.5 ,chip resistor thick-film resistor,Released,,,,,,,,,,chip resistor thick-film resistor,"chip resistor thick-film resistor
SMD 1206 10 k Ω 0.25  W
manufacturer Yageo
order no. 11E544",Chip-Widerstand Dickschichtwiderstand,"Chip-Widerstand Dickschichtwiderstand
SMD 1206 10 k Ω 0.25  W
Hersteller Yageo
Bestell-Nr. 11E544",贴片电阻 厚膜电阻,"贴片电阻 厚膜电阻
SMD 1206 10 k 欧姆 0.25  W
制造商 Yageo
订单号 11E544",resistor de chip resistor de película,"resistor de chip resistor de película
 gruesa
SMD 1206 10 k Ω 0.25  W
fabricante Yageo
n.º de pedido 11E544",resistor de chip resistor de película,"resistor de chip resistor de película
 grossa
SMD 1206 10 k Ohm 0.25  W
fabricante Yageo
n.° de encomenda 11E544",čipový odpor silnovrstvý odpor,"čipový odpor silnovrstvý odpor
SMD 1206 10 k ohm 0.25  W
výrobce Yageo
obj. č. 11E544",điện trở chip điện trở màng dày,"điện trở chip điện trở màng dày
SMD 1206 10 k Ω 0.25  W
nhà sản xuất Yageo
đơn hàng số 11E544",BLOA,Buy,,,each,false,30 00 84 628,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00761,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-22 10:51:41
5,LONT-84815-001,Standard Part,Separable,3,8,each,00.5 ,chip capacitor ceramic 10 nF 50V  10%,Released,,,,,,,,,,chip capacitor ceramic 10 nF 50V  10%,"chip capacitor ceramic 10 nF 50V  10%
SMD 1206 X7R
C1206C103K5RAC7800
manufacturer Kemet
order no. 53D324",Chip-Kondensator Keramik 10 nF 50V  10%,"Chip-Kondensator Keramik 10 nF 50V  10%
SMD 1206 X7R
C1206C103K5RAC7800
Hersteller Kemet
Bestell-Nr. 53D324",贴片电容 陶瓷 10 nF 50V  10%,"贴片电容 陶瓷 10 nF 50V  10%
SMD 1206 X7R
C1206C103K5RAC7800
制造商 Kemet
订单号 53D324",condensador de chip cerámica 10 nF 50V,"condensador de chip cerámica 10 nF 50V 
 10%
SMD 1206 X7R
C1206C103K5RAC7800
fabricante Kemet
n.º de pedido 53D324",capacitor de chip cerâmica 10 nF 50V,"capacitor de chip cerâmica 10 nF 50V 
 10%
SMD 1206 X7R
C1206C103K5RAC7800
fabricante Kemet
n.° de encomenda 53D324",čipový kondenzátor keramika 10 nF 50V,"čipový kondenzátor keramika 10 nF 50V 
 10%
SMD 1206 X7R
C1206C103K5RAC7800
výrobce Kemet
obj. č. 53D324",tụ chip gốm 10 nF 50V  10%,"tụ chip gốm 10 nF 50V  10%
SMD 1206 X7R
C1206C103K5RAC7800
nhà sản xuất Kemet
đơn hàng số 53D324",BLOA,Buy,,,each,false,31 00 82 167,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00754,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-22 11:00:23
5,LONT-85030-001,Standard Part,Separable,4,2,each,00.5 ,tantalum capacitor TAJD106K035RNJ,Released,,,,,,,,,,tantalum capacitor TAJD106K035RNJ,"tantalum capacitor TAJD106K035RNJ
10 µ F 10% 1 Ω
manufacturer KYOCERA AVX
order no. 498956",Tantalkondensator TAJD106K035RNJ,"Tantalkondensator TAJD106K035RNJ
10 µ F 10% 1 Ω
Hersteller KYOCERA AVX
Bestell-Nr. 498956",钽电容 TAJD106K035RNJ,"钽电容 TAJD106K035RNJ
10 µ F 10% 1 欧姆
制造商 KYOCERA AVX
订单号 498956",condensador de tantalio TAJD106K035RNJ,"condensador de tantalio TAJD106K035RNJ
10 µ F 10% 1 Ω
fabricante KYOCERA AVX
n.º de pedido 498956",condensador de tântalo TAJD106K035RNJ,"condensador de tântalo TAJD106K035RNJ
10 µ F 10% 1 Ohm
fabricante KYOCERA AVX
n.° de encomenda 498956",tantalový kondenzátor TAJD106K035RNJ,"tantalový kondenzátor TAJD106K035RNJ
10 µ F 10% 1 ohm
výrobce KYOCERA AVX
obj. č. 498956",tụ điện tantan TAJD106K035RNJ,"tụ điện tantan TAJD106K035RNJ
10 µ F 10% 1 Ω
nhà sản xuất KYOCERA AVX
đơn hàng số 498956",BLOA,Buy,,,each,false,33 80 00 011,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00754,,,,,,,,,7.3,4.3,2.9,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-23 12:33:07
5,LONT-84525-001,Standard Part,Separable,5,8,each,00.5 ,chip resistor thick-film resistor,Released,,,,,,,,,,chip resistor thick-film resistor,"chip resistor thick-film resistor
SMD 1206 1 k Ω 0.25 W 1%
RC1206FR-071KL
manufacturer Yageo
order no. 11E496",Chip-Widerstand Dickschichtwiderstand,"Chip-Widerstand Dickschichtwiderstand
SMD 1206 1 k Ω 0.25 W 1%
RC1206FR-071KL
Hersteller Yageo
Bestell-Nr. 11E496",贴片电阻 厚膜电阻,"贴片电阻 厚膜电阻
SMD 1206 1 k 欧姆 0.25 W 1%
RC1206FR-071KL
制造商 Yageo
订单号 11E496",resistor de chip resistor de película,"resistor de chip resistor de película
 gruesa
SMD 1206 1 k Ω 0.25 W 1%
RC1206FR-071KL
fabricante Yageo
n.º de pedido 11E496",resistor de chip resistor de película,"resistor de chip resistor de película
 grossa
SMD 1206 1 k Ohm 0.25 W 1%
RC1206FR-071KL
fabricante Yageo
n.° de encomenda 11E496",čipový odpor silnovrstvý odpor,"čipový odpor silnovrstvý odpor
SMD 1206 1 k ohm 0.25 W 1%
RC1206FR-071KL
výrobce Yageo
obj. č. 11E496",điện trở chip điện trở màng dày,"điện trở chip điện trở màng dày
SMD 1206 1 k Ω 0.25 W 1%
RC1206FR-071KL
nhà sản xuất Yageo
đơn hàng số 11E496",BLOA,Buy,,,each,false,30 00 84 615,,,,,,27260000,false,Dangerous Good No / Hazardous Good No,K00761,,,,,,,,,,,,,kg,Specified,,,S13 Standardization  BLOA,OP Optics (B8),"Altintepe, Muhammed",2023-03-22 10:21:42
